,,,,HUMI,PRES,TEMP,cbwd,Iws,precipitation
2014,4,10,18,23.15,1015,22,135,21,0
2014,4,10,19,32.46,1015,20,45,5,0
2014,4,10,20,39.75,1016,19,135,4,0
2014,4,10,21,51.75,1017,17,135,7,0
2014,4,10,22,59.04,1017,16,135,13,0
2014,4,10,23,62.95,1017,15,135,18,0
2014,4,11,0,71.85,1017,14,135,21,0
2014,4,11,1,76.84,1016,14,135,25,0
2014,4,11,2,76.68,1016,13,135,30,0
2014,4,11,3,76.68,1015,13,135,35,0
2014,4,11,4,76.68,1015,13,135,39,0
2014,4,11,5,81.88,1015,12,135,44,0
2014,4,11,6,76.68,1016,13,135,47,0
2014,4,11,7,76.68,1016,13,135,52,0
2014,4,11,8,67.36,1016,15,135,56,0
2014,4,11,9,59.04,1016,16,135,61,0
2014,4,11,10,52.3,1016,19,135,65,0
2014,4,11,11,49.15,1015,20,135,70,0
2014,4,11,12,40.63,1014,22,135,76,0
2014,4,11,13,40.63,1013,22,135,81,0
2014,4,11,14,43.19,1013,21,135,86,0
2014,4,11,15,40.63,1012,22,135,90,0
2014,4,11,16,45.93,1012,20,135,96,0
2014,4,11,17,63.64,1013,18,135,102,0
2014,4,11,18,72.42,1013,17,135,107,0.1
2014,4,11,19,77.17,1013,16,135,112,0.8
2014,4,11,20,87.84,1013,15,135,117,0.7
2014,4,11,21,87.84,1013,15,135,124,0
2014,4,11,22,87.84,1014,15,135,129,0.5
2014,4,11,23,87.84,1012,15,135,136,0
2014,4,12,0,87.93,1012,16,135,141,0.2
2014,4,12,1,87.93,1011,16,135,148,0.3
2014,4,12,2,87.93,1010,16,135,153,2.9
2014,4,12,3,87.93,1010,16,135,157,7.3
2014,4,12,4,87.93,1009,16,135,162,11.1
2014,4,12,5,87.93,1009,16,45,6,7.6
2014,4,12,6,87.93,1009,16,135,6,9.2
2014,4,12,7,87.93,1009,16,135,13,2.7
2014,4,12,8,93.8,1009,16,135,19,0.9
2014,4,12,9,88.02,1010,17,135,22,0.8
2014,4,12,10,88.02,1010,17,135,26,0.3
2014,4,12,11,93.84,1010,17,135,30,0
2014,4,12,12,93.84,1010,17,225,2,0.3
2014,4,12,13,88.11,1009,18,225,5,0.2
2014,4,12,14,88.11,1009,18,225,7,0
2014,4,12,15,88.11,1008,18,315,3,0
2014,4,12,16,88.11,1009,18,315,6,0
2014,4,12,17,88.11,1009,18,315,10,0
2014,4,12,18,82.65,1009,18,315,15,0
2014,4,12,19,82.65,1010,18,315,19,0
2014,4,12,20,88.02,1010,17,315,23,0
2014,4,12,21,88.02,1011,17,315,27,0
2014,4,12,22,88.02,1011,17,315,33,0
2014,4,12,23,82.4,1012,16,315,38,0
2014,4,13,0,82.4,1012,16,315,43,0
2014,4,13,1,82.4,1012,16,315,48,0
2014,4,13,2,87.84,1011,15,315,54,0
2014,4,13,3,87.84,1012,15,315,59,0
2014,4,13,4,93.7,1012,14,315,65,0
2014,4,13,5,87.75,1013,14,315,70,0
2014,4,13,6,87.75,1014,14,315,75,0
2014,4,13,7,87.75,1014,14,45,5,0
2014,4,13,8,87.75,1015,14,45,10,0.1
2014,4,13,9,87.75,1016,14,45,15,0.2
2014,4,13,10,87.75,1017,14,45,20,0
2014,4,13,11,87.75,1018,14,45,26,0.1
2014,4,13,12,87.75,1017,14,45,31,0
2014,4,13,13,87.75,1018,14,45,35,0
2014,4,13,14,87.75,1018,14,45,40,0
2014,4,13,15,82.14,1017,14,45,46,0
2014,4,13,16,82.14,1018,14,45,51,0.1
2014,4,13,17,76.84,1018,14,45,56,0
2014,4,13,18,76.84,1018,14,45,61,0
2014,4,13,19,76.84,1019,14,45,65,0
2014,4,13,20,76.84,1020,14,45,68,0
2014,4,13,21,76.84,1020,14,45,71,0
2014,4,13,22,76.68,1020,13,45,74,0
2014,4,13,23,87.47,1021,11,315,2,0
2014,4,14,0,87.47,1021,11,315,4,0
2014,4,14,1,87.47,1020,11,45,2,0
2014,4,14,2,87.47,1020,11,45,3,0
2014,4,14,3,93.5,1020,10,None,0,0
2014,4,14,4,93.5,1020,10,45,1,0
2014,4,14,5,93.45,1021,9,None,0,0
2014,4,14,6,87.47,1021,11,45,1,0
2014,4,14,7,87.66,1022,13,45,3,0
2014,4,14,8,87.75,1022,14,45,4,0
2014,4,14,9,72.23,1023,16,45,6,0
2014,4,14,10,52.3,1023,19,45,8,0
2014,4,14,11,43.19,1022,21,45,10,0
2014,4,14,12,40.34,1022,21,45,14,0
2014,4,14,13,37.95,1021,22,45,18,0
2014,4,14,14,37.95,1021,22,None,3,None
2014,4,14,15,37.65,1020,21,45,4,0
2014,4,14,16,40.34,1020,21,45,8,0
2014,4,14,17,49.15,1020,20,45,12,0
2014,4,14,18,52.3,1020,19,135,5,0
2014,4,14,19,55.67,1021,18,135,9,0
2014,4,14,20,55.41,1021,17,135,13,0
2014,4,14,21,67.57,1021,16,135,16,0
2014,4,14,22,67.36,1021,15,135,18,0
2014,4,14,23,62.95,1021,15,135,20,0
2014,4,15,0,71.85,1021,14,135,23,0
2014,4,15,1,71.85,1021,14,135,25,0
2014,4,15,2,76.68,1021,13,135,27,0
2014,4,15,3,76.68,1021,13,135,29,0
2014,4,15,4,76.68,1021,13,135,32,0
2014,4,15,5,81.88,1021,12,135,35,0
2014,4,15,6,81.88,1021,12,135,39,0
2014,4,15,7,71.66,1021,13,135,44,0
2014,4,15,8,62.95,1021,15,135,49,0
2014,4,15,9,55.41,1021,17,135,54,0
2014,4,15,10,48.59,1021,18,135,59,0
2014,4,15,11,32.46,1020,20,135,66,0
2014,4,15,12,32.75,1020,21,135,73,0
2014,4,15,13,32.46,1019,20,135,80,0
2014,4,15,14,26.46,1018,21,135,87,0
2014,4,15,15,23.15,1017,22,135,94,0
2014,4,15,16,28.43,1016,21,135,101,0
2014,4,15,17,34.54,1015,19,135,108,0
2014,4,15,18,45.36,1015,18,135,115,0
2014,4,15,19,55.41,1016,17,135,123,0
2014,4,15,20,63.18,1016,16,135,130,0
2014,4,15,21,63.18,1016,16,135,137,0
2014,4,15,22,63.18,1016,16,135,144,0
2014,4,15,23,63.18,1016,16,135,151,0
2014,4,16,0,67.57,1015,16,135,157,0
2014,4,16,1,67.57,1015,16,135,163,0
2014,4,16,2,72.23,1014,16,135,168,0
2014,4,16,3,77.17,1014,16,135,171,0.4
2014,4,16,4,82.27,1015,15,135,172,3.2
2014,4,16,5,82.27,1012,15,135,182,2.3
2014,4,16,6,87.84,1012,15,135,188,0.2
2014,4,16,7,93.75,1012,15,135,194,0.6
2014,4,16,8,87.93,1012,16,135,199,0.9
2014,4,16,9,93.8,1012,16,135,204,1.2
2014,4,16,10,88.02,1012,17,135,209,0
2014,4,16,11,88.02,1012,17,225,5,0
2014,4,16,12,82.65,1011,18,225,10,0
2014,4,16,13,82.77,1010,19,225,16,0
2014,4,16,14,82.77,1010,19,225,20,0
2014,4,16,15,77.64,1009,19,225,24,0
2014,4,16,16,77.64,1009,19,225,27,0
2014,4,16,17,77.64,1009,19,225,30,0
2014,4,16,18,77.64,1009,19,225,32,0
2014,4,16,19,88.11,1009,18,225,34,0
2014,4,16,20,77.64,1010,19,315,2,0
2014,4,16,21,82.65,1011,18,315,5,0
2014,4,16,22,82.52,1011,17,45,2,0
2014,4,16,23,82.52,1010,17,45,4,0
2014,4,17,0,87.93,1010,16,315,2,0
2014,4,17,1,87.93,1010,16,None,1,0
2014,4,17,2,87.93,1009,16,315,2,0
2014,4,17,3,87.93,1009,16,45,2,0
2014,4,17,4,93.8,1008,16,45,3,0
2014,4,17,5,93.8,1008,16,None,1,0
2014,4,17,6,93.8,1008,16,315,1,0
2014,4,17,7,93.84,1008,17,None,1,0
2014,4,17,8,82.65,1009,18,45,3,0
2014,4,17,9,82.65,1011,18,315,6,0
2014,4,17,10,88.02,1010,17,135,3,0.5
2014,4,17,11,82.65,1009,18,135,7,1
2014,4,17,12,82.89,1009,20,225,4,0
2014,4,17,13,77.94,1009,21,225,8,0
2014,4,17,14,77.79,1009,20,315,5,0
2014,4,17,15,73.14,1009,21,315,9,0
2014,4,17,16,77.79,1009,20,315,13,0
2014,4,17,17,77.64,1009,19,315,17,0
2014,4,17,18,77.64,1010,19,315,21,0
2014,4,17,19,82.65,1011,18,45,3,0
2014,4,17,20,82.65,1012,18,315,3,0
2014,4,17,21,82.65,1013,18,315,6,0
2014,4,17,22,82.65,1013,18,315,9,0
2014,4,17,23,82.65,1014,18,315,11,0
2014,4,18,0,82.52,1014,17,315,13,0
2014,4,18,1,82.52,1014,17,315,15,0
2014,4,18,2,82.52,1014,17,315,17,0
2014,4,18,3,82.52,1013,17,45,4,0
2014,4,18,4,87.93,1014,16,45,6,0
2014,4,18,5,82.4,1014,16,45,8,0
2014,4,18,6,87.84,1015,15,45,10,0
2014,4,18,7,87.93,1015,16,45,12,0
2014,4,18,8,82.4,1016,16,45,18,0
2014,4,18,9,72.42,1016,17,45,24,0
2014,4,18,10,82.27,1017,15,45,30,0
2014,4,18,11,82.14,1017,14,45,36,0
2014,4,18,12,77.01,1017,15,45,41,0
2014,4,18,13,77.01,1016,15,45,46,0
2014,4,18,14,72.04,1016,15,45,51,0
2014,4,18,15,63.41,1015,17,45,57,0
2014,4,18,16,59.54,1015,18,45,62,0
2014,4,18,17,63.41,1015,17,45,65,0
2014,4,18,18,67.57,1015,16,45,70,0
2014,4,18,19,67.36,1016,15,45,75,0
2014,4,18,20,67.36,1016,15,45,79,0
2014,4,18,21,72.04,1016,15,45,82,0
2014,4,18,22,76.84,1016,14,45,86,0
2014,4,18,23,76.84,1016,14,135,4,0
2014,4,19,0,82.14,1015,14,45,3,0
2014,4,19,1,82.14,1014,14,45,9,0
2014,4,19,2,82.27,1014,15,45,12,0
2014,4,19,3,82.27,1013,15,45,17,0.7
2014,4,19,4,87.75,1013,14,45,22,8.2
2014,4,19,5,87.75,1013,14,45,26,0
2014,4,19,6,87.75,1014,14,45,30,8.6
2014,4,19,7,87.75,1013,14,135,7,1.6
2014,4,19,8,87.75,1013,14,45,5,0
2014,4,19,9,82.27,1013,15,135,5,0
2014,4,19,10,82.27,1014,15,135,10,0
2014,4,19,11,82.27,1014,15,45,4,0.1
2014,4,19,12,87.84,1014,15,45,8,0.4
2014,4,19,13,87.84,1014,15,45,12,0.3
2014,4,19,14,87.84,1013,15,45,17,0.2
2014,4,19,15,87.84,1013,15,45,21,0.2
2014,4,19,16,87.84,1013,15,45,25,0
2014,4,19,17,87.84,1014,15,45,29,0.2
2014,4,19,18,87.84,1014,15,45,32,0.1
2014,4,19,19,93.7,1015,14,45,36,0.1
2014,4,19,20,87.75,1016,14,45,40,0
2014,4,19,21,87.75,1016,14,45,43,0
2014,4,19,22,87.75,1017,14,45,46,0
2014,4,19,23,87.75,1017,14,45,50,0.2
2014,4,20,0,87.75,1016,14,45,54,0.1
2014,4,20,1,87.75,1016,14,45,59,0
2014,4,20,2,87.75,1016,14,45,62,0.3
2014,4,20,3,93.65,1016,13,45,65,0.3
2014,4,20,4,93.65,1016,13,45,68,0
2014,4,20,5,87.66,1016,13,45,72,0
2014,4,20,6,82.14,1017,14,45,75,0
2014,4,20,7,82.14,1017,14,45,78,0
2014,4,20,8,77.01,1018,15,45,82,0
2014,4,20,9,77.17,1018,16,45,86,0
2014,4,20,10,72.23,1018,16,45,89,0
2014,4,20,11,72.23,1018,16,45,92,0
2014,4,20,12,67.78,1018,17,45,95,0
2014,4,20,13,67.78,1017,17,45,98,0
2014,4,20,14,67.78,1016,17,45,101,0
2014,4,20,15,67.78,1016,17,45,104,0
2014,4,20,16,63.41,1016,17,45,108,0
2014,4,20,17,63.41,1016,17,45,112,0
2014,4,20,18,72.04,1016,15,45,117,0
2014,4,20,19,72.04,1016,15,45,121,0
2014,4,20,20,72.04,1017,15,45,124,0
2014,4,20,21,76.84,1017,14,45,128,0
2014,4,20,22,76.84,1017,14,45,131,0
2014,4,20,23,76.84,1017,14,45,133,0
2014,4,21,0,71.85,1017,14,45,135,0
2014,4,21,1,76.84,1016,14,45,137,0
2014,4,21,2,76.84,1016,14,45,139,0
2014,4,21,3,76.84,1017,14,None,0,0
2014,4,21,4,76.84,1016,14,45,2,0
2014,4,21,5,82.14,1016,14,None,0,0.1
2014,4,21,6,82.14,1017,14,None,0,0
2014,4,21,7,82.14,1016,14,45,3,0
2014,4,21,8,82.14,1017,14,135,2,0
2014,4,21,9,87.75,1017,14,135,5,0
2014,4,21,10,77.01,1017,15,45,3,0
2014,4,21,11,72.04,1017,15,45,7,0
2014,4,21,12,72.04,1016,15,45,10,0
2014,4,21,13,67.36,1016,15,45,14,0.1
2014,4,21,14,72.04,1016,15,45,17,0.6
2014,4,21,15,76.84,1016,14,45,19,2
2014,4,21,16,82.01,1015,13,45,22,2.7
2014,4,21,17,82.01,1015,13,45,27,2.3
2014,4,21,18,82.01,1015,13,45,31,1.4
2014,4,21,19,82.01,1016,13,45,34,1.7
2014,4,21,20,87.66,1017,13,45,37,None
2014,4,21,21,82.01,1017,13,45,41,1.5
2014,4,21,22,82.01,1017,13,45,43,1.8
2014,4,21,23,87.66,1017,13,45,45,1.6
2014,4,22,0,87.66,1018,13,None,1,1.1
2014,4,22,1,87.66,1016,13,45,3,0.1
2014,4,22,2,87.66,1016,13,45,6,0.1
2014,4,22,3,87.66,1017,13,45,10,0.1
2014,4,22,4,87.57,1016,12,45,13,0
2014,4,22,5,93.6,1017,12,45,14,0
2014,4,22,6,87.66,1017,13,45,15,0
2014,4,22,7,87.66,1018,13,315,2,0
2014,4,22,8,87.66,1019,13,315,4,0
2014,4,22,9,82.14,1018,14,315,6,0
2014,4,22,10,77.01,1019,15,315,9,0
2014,4,22,11,67.57,1019,16,315,13,0
2014,4,22,12,63.41,1018,17,45,2,0
2014,4,22,13,52.3,1018,19,None,2,0
2014,4,22,14,28.43,1017,21,45,4,0
2014,4,22,15,28.43,1017,21,45,6,0
2014,4,22,16,32.75,1016,21,45,10,0
2014,4,22,17,42.9,1016,20,45,14,0
2014,4,22,18,48.87,1017,19,45,17,0
2014,4,22,19,48.59,1017,18,45,20,0
2014,4,22,20,55.41,1018,17,45,22,0
2014,4,22,21,55.15,1019,16,135,3,0
2014,4,22,22,67.36,1019,15,135,6,0
2014,4,22,23,67.36,1019,15,135,8,0
2014,4,23,0,71.85,1019,14,225,1,0
2014,4,23,1,82.01,1019,13,225,2,0
2014,4,23,2,81.88,1018,12,225,3,0
2014,4,23,3,81.88,1018,12,None,0,0
2014,4,23,4,87.47,1018,11,None,0,0
2014,4,23,5,87.38,1018,10,None,0,0
2014,4,23,6,81.88,1018,12,None,0,0
2014,4,23,7,77.01,1019,15,None,0,0
2014,4,23,8,52.02,1019,18,225,2,0
2014,4,23,9,37.06,1019,19,45,4,0
2014,4,23,10,30.52,1019,21,135,4,0
2014,4,23,11,30.52,1018,21,135,9,0
2014,4,23,12,21.52,1018,22,135,14,0
2014,4,23,13,20,1017,22,135,21,0
2014,4,23,14,22.88,1016,21,135,26,0
2014,4,23,15,18.06,1016,20,135,32,0
2014,4,23,16,16.74,1015,20,135,38,0
2014,4,23,17,25.89,1015,19,45,5,0
2014,4,23,18,27.56,1015,18,135,5,0
2014,4,23,19,42.02,1016,17,135,9,0
2014,4,23,20,51.48,1016,16,135,14,0
2014,4,23,21,51.48,1016,16,135,18,0
2014,4,23,22,54.88,1017,15,135,22,0
2014,4,23,23,67.36,1016,15,135,27,0
2014,4,24,0,76.84,1016,14,135,30,0
2014,4,24,1,76.84,1016,14,135,34,0
2014,4,24,2,82.14,1016,14,135,38,0
2014,4,24,3,82.14,1015,14,135,42,0
2014,4,24,4,82.14,1015,14,135,46,0
2014,4,24,5,77.01,1015,15,135,51,0
2014,4,24,6,82.27,1016,15,135,55,0
2014,4,24,7,77.17,1017,16,135,59,0
2014,4,24,8,67.99,1017,18,135,64,0
2014,4,24,9,56.19,1017,20,135,70,0
2014,4,24,10,52.83,1018,21,135,76,0
2014,4,24,11,56.69,1017,22,135,84,0
2014,4,24,12,60.27,1017,21,135,91,0
2014,4,24,13,64.32,1016,21,135,98,0
2014,4,24,14,64.32,1016,21,135,105,0
2014,4,24,15,64.32,1015,21,135,113,0
2014,4,24,16,68.4,1015,20,135,120,0
2014,4,24,17,88.11,1016,18,135,126,0
2014,4,24,18,82.65,1016,18,135,132,0
2014,4,24,19,72.78,1016,19,135,137,0
2014,4,24,20,68.2,1017,19,135,142,0
2014,4,24,21,72.78,1017,19,135,146,0
2014,4,24,22,77.48,1018,18,45,4,0
2014,4,24,23,77.48,1018,18,135,5,0
2014,4,25,0,77.48,1017,18,135,10,0
2014,4,25,1,72.6,1017,18,135,14,0
2014,4,25,2,72.6,1017,18,135,19,0
2014,4,25,3,77.32,1017,17,135,23,0
2014,4,25,4,82.52,1017,17,135,28,0
2014,4,25,5,82.52,1017,17,135,32,0
2014,4,25,6,77.32,1017,17,135,37,0
2014,4,25,7,68.2,1018,19,135,43,0
2014,4,25,8,64.09,1018,20,135,49,0
2014,4,25,9,56.69,1019,22,135,58,0
2014,4,25,10,53.1,1019,22,135,68,0
2014,4,25,11,53.36,1019,23,135,77,0
2014,4,25,12,49.97,1018,23,135,87,0
2014,4,25,13,46.78,1018,23,135,97,0
2014,4,25,14,46.49,1017,22,135,107,0
2014,4,25,15,49.7,1016,22,135,116,0
2014,4,25,16,56.44,1017,21,135,125,0
2014,4,25,17,60.03,1017,20,135,133,0.8
2014,4,25,18,77.48,1017,18,135,140,0.9
2014,4,25,19,77.48,1017,18,135,146,0.4
2014,4,25,20,77.48,1017,18,135,152,0.1
2014,4,25,21,77.48,1016,18,135,160,0
2014,4,25,22,77.48,1016,18,135,167,0
2014,4,25,23,77.48,1016,18,135,173,0
2014,4,26,0,77.48,1015,18,135,179,0
2014,4,26,1,82.65,1015,18,135,184,0
2014,4,26,2,82.65,1015,18,135,189,0
2014,4,26,3,82.65,1014,18,135,193,0
2014,4,26,4,88.02,1014,17,135,199,0
2014,4,26,5,82.65,1014,18,135,204,1.2
2014,4,26,6,88.11,1014,18,135,209,1
2014,4,26,7,88.11,1015,18,135,213,4.8
2014,4,26,8,88.11,1015,18,135,218,4.1
2014,4,26,9,93.89,1015,18,135,223,4.1
2014,4,26,10,88.11,1016,18,135,228,7
2014,4,26,11,88.11,1016,18,135,235,5
2014,4,26,12,88.11,1015,18,135,243,0.7
2014,4,26,13,88.11,1015,18,135,250,1.1
2014,4,26,14,88.11,1015,18,135,256,0.9
2014,4,26,15,88.11,1014,18,135,262,1.3
2014,4,26,16,88.11,1014,18,135,267,0.7
2014,4,26,17,88.11,1015,18,135,272,0.5
2014,4,26,18,93.84,1014,17,135,278,0.2
2014,4,26,19,88.11,1015,18,135,285,0.1
2014,4,26,20,88.11,1015,18,135,292,0.5
2014,4,26,21,88.11,1015,18,135,296,0.6
2014,4,26,22,88.11,1015,18,135,301,0.2
2014,4,26,23,88.11,1015,18,135,305,0.3
2014,4,27,0,93.84,1015,17,135,310,0.6
2014,4,27,1,93.84,1014,17,135,313,0.2
2014,4,27,2,93.84,1013,17,225,2,0.3
2014,4,27,3,93.84,1013,17,225,3,0.5
2014,4,27,4,93.84,1013,17,315,2,1.9
2014,4,27,5,93.84,1013,17,315,4,8.8
2014,4,27,6,93.84,1013,17,None,1,1.7
2014,4,27,7,93.84,1013,17,315,2,0
2014,4,27,8,88.11,1014,18,315,6,0.1
2014,4,27,9,88.11,1014,18,315,9,0
2014,4,27,10,88.11,1014,18,315,13,0.1
2014,4,27,11,88.11,1014,18,315,18,0.1
2014,4,27,12,82.77,1013,19,315,23,0
2014,4,27,13,77.64,1013,19,315,29,0
2014,4,27,14,77.64,1013,19,315,33,0
2014,4,27,15,82.65,1012,18,315,38,0.1
2014,4,27,16,77.64,1012,19,315,44,0
2014,4,27,17,82.65,1012,18,315,49,0
2014,4,27,18,77.48,1013,18,315,55,0.1
2014,4,27,19,77.48,1014,18,315,62,0
2014,4,27,20,77.32,1015,17,315,68,0
2014,4,27,21,77.32,1015,17,315,74,0
2014,4,27,22,77.32,1015,17,315,79,0
2014,4,27,23,82.4,1015,16,315,84,0
2014,4,28,0,82.4,1015,16,315,89,0
2014,4,28,1,77.32,1015,17,315,94,0
2014,4,28,2,77.32,1014,17,315,99,0
2014,4,28,3,77.32,1014,17,315,105,0
2014,4,28,4,77.32,1014,17,315,110,0
2014,4,28,5,77.32,1014,17,315,116,0.1
2014,4,28,6,77.32,1014,17,315,122,0
2014,4,28,7,77.32,1015,17,315,127,0
2014,4,28,8,63.64,1016,18,315,135,0
2014,4,28,9,63.41,1016,17,315,143,0
2014,4,28,10,67.78,1016,17,315,150,0
2014,4,28,11,63.64,1016,18,315,159,0
2014,4,28,12,63.64,1016,18,315,167,0
2014,4,28,13,63.64,1015,18,315,175,0
2014,4,28,14,59.54,1015,18,315,182,0
2014,4,28,15,59.54,1015,18,315,190,0
2014,4,28,16,63.64,1015,18,315,197,0
2014,4,28,17,63.64,1015,18,315,202,0
2014,4,28,18,63.64,1015,18,315,208,0
2014,4,28,19,67.78,1016,17,315,212,0
2014,4,28,20,67.78,1016,17,315,216,0
2014,4,28,21,72.42,1016,17,315,220,0
2014,4,28,22,82.27,1016,15,45,3,0
2014,4,28,23,82.14,1016,14,45,5,0
2014,4,29,0,82.14,1016,14,315,2,0
2014,4,29,1,82.14,1016,14,None,0,0
2014,4,29,2,82.01,1015,13,225,2,0
2014,4,29,3,87.66,1015,13,None,0,0
2014,4,29,4,87.66,1014,13,None,0,0
2014,4,29,5,93.6,1014,12,225,1,0
2014,4,29,6,87.66,1015,13,225,3,0
2014,4,29,7,87.84,1015,15,225,6,0
2014,4,29,8,72.6,1015,18,315,5,0
2014,4,29,9,56.19,1015,20,315,11,0
2014,4,29,10,56.44,1015,21,315,17,0
2014,4,29,11,56.44,1014,21,315,24,0
2014,4,29,12,40.92,1014,23,315,31,0
2014,4,29,13,43.76,1013,23,315,37,0
2014,4,29,14,40.92,1013,23,315,44,0
2014,4,29,15,33.34,1012,23,315,51,0
2014,4,29,16,29,1012,23,315,58,0
2014,4,29,17,28.71,1012,22,315,64,0
2014,4,29,18,37.36,1013,20,45,5,0
2014,4,29,19,45.65,1013,19,315,4,0
2014,4,29,20,63.64,1014,18,45,5,0
2014,4,29,21,67.78,1015,17,45,8,0
2014,4,29,22,67.78,1015,17,45,10,0
2014,4,29,23,67.57,1015,16,45,13,0
2014,4,30,0,67.57,1015,16,45,15,0
2014,4,30,1,82.27,1014,15,225,2,0
2014,4,30,2,87.75,1014,14,225,4,0
2014,4,30,3,87.66,1013,13,225,5,0
2014,4,30,4,87.66,1013,13,225,6,0
2014,4,30,5,87.66,1013,13,None,0,0
2014,4,30,6,87.75,1014,14,None,0,0
2014,4,30,7,87.84,1014,15,225,1,0
2014,4,30,8,77.32,1015,17,225,2,0
2014,4,30,9,60.03,1015,20,None,1,0
2014,4,30,10,49.15,1015,20,None,2,0
2014,4,30,11,35.71,1014,23,45,2,0
2014,4,30,12,29.57,1014,25,45,3,0
2014,4,30,13,27.59,1013,25,225,1,0
2014,4,30,14,31.39,1012,24,225,3,0
2014,4,30,15,49.97,1012,23,135,6,0
2014,4,30,16,49.7,1012,22,135,12,0
2014,4,30,17,46.49,1012,22,135,18,0
2014,4,30,18,45.93,1012,20,135,23,0
2014,4,30,19,48.87,1012,19,135,26,0
2014,4,30,20,42.61,1013,19,135,31,0
2014,4,30,21,52.02,1014,18,135,36,0
2014,4,30,22,59.54,1014,18,135,41,0
2014,4,30,23,67.78,1014,17,135,45,0
2014,5,1,0,63.41,1014,17,135,49,0
2014,5,1,1,72.23,1013,16,135,52,0
2014,5,1,2,72.23,1013,16,135,55,0
2014,5,1,3,77.17,1013,16,135,58,0
2014,5,1,4,77.17,1013,16,135,61,0
2014,5,1,5,87.84,1013,15,135,63,0
2014,5,1,6,82.4,1014,16,135,65,0
2014,5,1,7,82.52,1014,17,135,68,0
2014,5,1,8,68.4,1015,20,225,4,0
2014,5,1,9,60.51,1015,22,225,8,0
2014,5,1,10,53.88,1015,25,225,11,0
2014,5,1,11,44.61,1015,26,225,14,0
2014,5,1,12,36.87,1014,27,225,17,0
2014,5,1,13,34.78,1013,28,225,20,0
2014,5,1,14,30.71,1013,29,225,23,0
2014,5,1,15,26.55,1012,28,315,4,0
2014,5,1,16,30.42,1012,28,225,3,0
2014,5,1,17,30.42,1012,28,225,7,0
2014,5,1,18,53.62,1012,24,225,12,0
2014,5,1,19,53.1,1013,22,225,16,0
2014,5,1,20,56.69,1014,22,135,4,0
2014,5,1,21,60.27,1014,21,135,7,0
2014,5,1,22,64.09,1015,20,135,10,0
2014,5,1,23,64.09,1015,20,225,3,0
2014,5,2,0,72.78,1015,19,225,5,0
2014,5,2,1,77.48,1014,18,225,8,0
2014,5,2,2,77.32,1014,17,225,11,0
2014,5,2,3,77.32,1014,17,225,13,0
2014,5,2,4,77.32,1014,17,225,15,0
2014,5,2,5,72.42,1014,17,225,17,0
2014,5,2,6,77.32,1015,17,225,19,0
2014,5,2,7,60.51,1015,22,225,20,0
2014,5,2,8,53.36,1015,23,225,24,0
2014,5,2,9,41.78,1016,26,225,29,0
2014,5,2,10,34.78,1016,28,225,34,0
2014,5,2,11,28.71,1016,29,315,6,0
2014,5,2,12,30.99,1015,30,225,4,0
2014,5,2,13,28.99,1015,30,315,6,0
2014,5,2,14,28.99,1015,30,315,12,0
2014,5,2,15,30.99,1014,30,315,18,0
2014,5,2,16,37.44,1014,29,315,24,0
2014,5,2,17,39.67,1015,28,315,32,0
2014,5,2,18,47.33,1017,25,45,8,0
2014,5,2,19,49.7,1018,22,45,14,0
2014,5,2,20,46.21,1019,21,45,19,0
2014,5,2,21,45.93,1021,20,45,25,0
2014,5,2,22,52.3,1021,19,45,31,0
2014,5,2,23,45.65,1022,19,45,37,0
2014,5,3,0,39.75,1022,19,45,42,0
2014,5,3,1,42.61,1022,19,45,44,0
2014,5,3,2,37.06,1021,19,45,49,0
2014,5,3,3,42.32,1021,18,45,51,0
2014,5,3,4,45.36,1021,18,45,55,0
2014,5,3,5,48.59,1021,18,45,58,0
2014,5,3,6,51.75,1022,17,45,62,0
2014,5,3,7,55.41,1022,17,45,65,0
2014,5,3,8,48.59,1022,18,45,68,0
2014,5,3,9,45.07,1022,17,45,72,0
2014,5,3,10,48.31,1023,17,135,3,0
2014,5,3,11,48.31,1022,17,45,4,0
2014,5,3,12,45.36,1022,18,45,8,0
2014,5,3,13,42.32,1021,18,45,12,0
2014,5,3,14,37.06,1020,19,45,17,0
2014,5,3,15,28.14,1019,20,135,6,0
2014,5,3,16,19.48,1019,20,135,13,0
2014,5,3,17,25.89,1018,19,135,19,0
2014,5,3,18,29.65,1018,18,135,25,0
2014,5,3,19,36.77,1018,18,135,31,0
2014,5,3,20,48.31,1019,17,135,36,0
2014,5,3,21,55.15,1018,16,135,41,0
2014,5,3,22,59.04,1018,16,135,46,0
2014,5,3,23,59.04,1017,16,135,51,0
2014,5,4,0,67.57,1017,16,135,56,0
2014,5,4,1,67.57,1016,16,135,59,0
2014,5,4,2,67.57,1015,16,135,63,0
2014,5,4,3,67.57,1015,16,135,65,0
2014,5,4,4,67.57,1015,16,135,68,0
2014,5,4,5,67.57,1015,16,135,70,0
2014,5,4,6,67.78,1015,17,135,72,0
2014,5,4,7,67.78,1014,17,135,74,0
2014,5,4,8,63.64,1014,18,135,76,0
2014,5,4,9,67.99,1015,18,225,2,0
2014,5,4,10,67.99,1015,18,None,3,0.6
2014,5,4,11,77.32,1016,17,315,4,1.2
2014,5,4,12,82.4,1016,16,45,4,2.4
2014,5,4,13,87.93,1016,16,45,8,1.7
2014,5,4,14,87.93,1017,16,45,10,1.9
2014,5,4,15,82.4,1016,16,45,12,1
